"seqnames"	"start"	"end"	"width"	"strand"	"site_reads"	"site_mean"	"block"
"chr18.712998"	"chr18"	712998	712998	1	"*"	249	10.375	"chr18.18"
"chr18.712999"	"chr18"	712999	712999	1	"*"	259	12.95	"chr18.18"
"chr18.713008"	"chr18"	713008	713008	1	"*"	278	12.0869565217391	"chr18.18"
"chr18.713009"	"chr18"	713009	713009	1	"*"	307	13.9545454545455	"chr18.18"
"chr18.713015"	"chr18"	713015	713015	1	"*"	318	12.72	"chr18.18"
"chr18.713016"	"chr18"	713016	713016	1	"*"	348	15.1304347826087	"chr18.18"
"chr18.713025"	"chr18"	713025	713025	1	"*"	362	13.9230769230769	"chr18.18"
"chr18.713026"	"chr18"	713026	713026	1	"*"	375	15	"chr18.18"
"chr18.713049"	"chr18"	713049	713049	1	"*"	420	16.1538461538462	"chr18.18"
"chr18.713050"	"chr18"	713050	713050	1	"*"	443	17.72	"chr18.18"
"chr18.713055"	"chr18"	713055	713055	1	"*"	435	16.7307692307692	"chr18.18"
"chr18.713056"	"chr18"	713056	713056	1	"*"	464	17.8461538461538	"chr18.18"
"chr18.713065"	"chr18"	713065	713065	1	"*"	453	17.4230769230769	"chr18.18"
"chr18.713066"	"chr18"	713066	713066	1	"*"	498	19.1538461538462	"chr18.18"
"chr18.713071"	"chr18"	713071	713071	1	"*"	455	17.5	"chr18.18"
"chr18.713072"	"chr18"	713072	713072	1	"*"	527	20.2692307692308	"chr18.18"
"chr18.713085"	"chr18"	713085	713085	1	"*"	499	19.1923076923077	"chr18.18"
"chr18.713086"	"chr18"	713086	713086	1	"*"	567	21.8076923076923	"chr18.18"
"chr18.713177"	"chr18"	713177	713177	1	"*"	414	16.56	"chr18.18"
"chr18.713178"	"chr18"	713178	713178	1	"*"	526	20.2307692307692	"chr18.18"
"chr18.713200"	"chr18"	713200	713200	1	"*"	328	15.6190476190476	"chr18.18"
"chr18.713201"	"chr18"	713201	713201	1	"*"	374	15.5833333333333	"chr18.18"
"chr18.713205"	"chr18"	713205	713205	1	"*"	316	15.047619047619	"chr18.18"
"chr18.713206"	"chr18"	713206	713206	1	"*"	360	15.6521739130435	"chr18.18"
"chr18.713233"	"chr18"	713233	713233	1	"*"	218	10.9	"chr18.18"
"chr18.713234"	"chr18"	713234	713234	1	"*"	264	11	"chr18.18"
"chr18.713241"	"chr18"	713241	713241	1	"*"	181	9.52631578947368	"chr18.18"
"chr18.713242"	"chr18"	713242	713242	1	"*"	197	10.3684210526316	"chr18.18"
"chr18.713247"	"chr18"	713247	713247	1	"*"	187	9.8421052631579	"chr18.18"
"chr18.713251"	"chr18"	713251	713251	1	"*"	173	9.10526315789474	"chr18.18"
"chr18.713270"	"chr18"	713270	713270	1	"*"	148	7.78947368421053	"chr18.18"
"chr18.903798"	"chr18"	903798	903798	1	"*"	491	18.8846153846154	"chr18.21"
"chr18.903799"	"chr18"	903799	903799	1	"*"	839	32.2692307692308	"chr18.21"
"chr18.903815"	"chr18"	903815	903815	1	"*"	439	16.8846153846154	"chr18.21"
"chr18.903816"	"chr18"	903816	903816	1	"*"	792	30.4615384615385	"chr18.21"
"chr18.903822"	"chr18"	903822	903822	1	"*"	393	15.1153846153846	"chr18.21"
"chr18.903823"	"chr18"	903823	903823	1	"*"	754	29	"chr18.21"
"chr18.903824"	"chr18"	903824	903824	1	"*"	384	14.7692307692308	"chr18.21"
"chr18.903825"	"chr18"	903825	903825	1	"*"	746	28.6923076923077	"chr18.21"
"chr18.903829"	"chr18"	903829	903829	1	"*"	381	14.6538461538462	"chr18.21"
"chr18.903830"	"chr18"	903830	903830	1	"*"	715	27.5	"chr18.21"
"chr18.904851"	"chr18"	904851	904851	1	"*"	526	20.2307692307692	"chr18.22"
"chr18.904852"	"chr18"	904852	904852	1	"*"	184	9.68421052631579	"chr18.22"
"chr18.904853"	"chr18"	904853	904853	1	"*"	519	20.76	"chr18.22"
"chr18.904877"	"chr18"	904877	904877	1	"*"	311	13.5217391304348	"chr18.22"
"chr18.904878"	"chr18"	904878	904878	1	"*"	602	23.1538461538462	"chr18.22"
"chr18.904884"	"chr18"	904884	904884	1	"*"	327	14.2173913043478	"chr18.22"
"chr18.904885"	"chr18"	904885	904885	1	"*"	633	24.3461538461538	"chr18.22"
"chr18.904891"	"chr18"	904891	904891	1	"*"	355	15.4347826086957	"chr18.22"
"chr18.904892"	"chr18"	904892	904892	1	"*"	660	25.3846153846154	"chr18.22"
"chr18.904898"	"chr18"	904898	904898	1	"*"	394	15.76	"chr18.22"
"chr18.904899"	"chr18"	904899	904899	1	"*"	675	25.9615384615385	"chr18.22"
"chr18.904919"	"chr18"	904919	904919	1	"*"	432	17.28	"chr18.22"
"chr18.904920"	"chr18"	904920	904920	1	"*"	779	29.9615384615385	"chr18.22"
"chr18.904931"	"chr18"	904931	904931	1	"*"	457	18.28	"chr18.22"
"chr18.904932"	"chr18"	904932	904932	1	"*"	795	30.5769230769231	"chr18.22"
"chr18.904952"	"chr18"	904952	904952	1	"*"	521	20.0384615384615	"chr18.22"
"chr18.904953"	"chr18"	904953	904953	1	"*"	820	31.5384615384615	"chr18.22"
"chr18.904959"	"chr18"	904959	904959	1	"*"	531	20.4230769230769	"chr18.22"
"chr18.904960"	"chr18"	904960	904960	1	"*"	837	32.1923076923077	"chr18.22"
"chr18.905450"	"chr18"	905450	905450	1	"*"	914	35.1538461538462	"chr18.23"
"chr18.905467"	"chr18"	905467	905467	1	"*"	583	22.4230769230769	"chr18.23"
"chr18.905468"	"chr18"	905468	905468	1	"*"	774	29.7692307692308	"chr18.23"
"chr18.905470"	"chr18"	905470	905470	1	"*"	577	22.1923076923077	"chr18.23"
"chr18.905471"	"chr18"	905471	905471	1	"*"	744	28.6153846153846	"chr18.23"
"chr18.905473"	"chr18"	905473	905473	1	"*"	557	21.4230769230769	"chr18.23"
"chr18.905474"	"chr18"	905474	905474	1	"*"	754	29	"chr18.23"
"chr18.905480"	"chr18"	905480	905480	1	"*"	529	20.3461538461538	"chr18.23"
"chr18.905481"	"chr18"	905481	905481	1	"*"	721	27.7307692307692	"chr18.23"
"chr18.905488"	"chr18"	905488	905488	1	"*"	492	18.9230769230769	"chr18.23"
"chr18.905489"	"chr18"	905489	905489	1	"*"	664	25.5384615384615	"chr18.23"
"chr18.905549"	"chr18"	905549	905549	1	"*"	337	14.0416666666667	"chr18.23"
"chr18.905550"	"chr18"	905550	905550	1	"*"	451	18.7916666666667	"chr18.23"
"chr18.905559"	"chr18"	905559	905559	1	"*"	316	13.7391304347826	"chr18.23"
"chr18.905560"	"chr18"	905560	905560	1	"*"	399	16.625	"chr18.23"
"chr18.908169"	"chr18"	908169	908169	1	"*"	248	11.8095238095238	"chr18.24"
"chr18.908172"	"chr18"	908172	908172	1	"*"	315	13.125	"chr18.24"
"chr18.908173"	"chr18"	908173	908173	1	"*"	246	11.1818181818182	"chr18.24"
"chr18.908175"	"chr18"	908175	908175	1	"*"	300	13.0434782608696	"chr18.24"
"chr18.908176"	"chr18"	908176	908176	1	"*"	249	11.3181818181818	"chr18.24"
"chr18.908183"	"chr18"	908183	908183	1	"*"	243	12.15	"chr18.24"
"chr18.908184"	"chr18"	908184	908184	1	"*"	260	11.304347826087	"chr18.24"
"chr18.908185"	"chr18"	908185	908185	1	"*"	232	12.2105263157895	"chr18.24"
"chr18.908186"	"chr18"	908186	908186	1	"*"	247	11.2272727272727	"chr18.24"
"chr18.908187"	"chr18"	908187	908187	1	"*"	228	11.4	"chr18.24"
"chr18.908188"	"chr18"	908188	908188	1	"*"	251	11.4090909090909	"chr18.24"
"chr18.908392"	"chr18"	908392	908392	1	"*"	293	12.2083333333333	"chr18.25"
"chr18.908394"	"chr18"	908394	908394	1	"*"	288	12.5217391304348	"chr18.25"
"chr18.908396"	"chr18"	908396	908396	1	"*"	289	12.5652173913043	"chr18.25"
"chr18.908399"	"chr18"	908399	908399	1	"*"	277	12.5909090909091	"chr18.25"
"chr18.908416"	"chr18"	908416	908416	1	"*"	263	11.9545454545455	"chr18.25"
"chr18.908421"	"chr18"	908421	908421	1	"*"	244	11.6190476190476	"chr18.25"
"chr18.908423"	"chr18"	908423	908423	1	"*"	230	10.952380952381	"chr18.25"
"chr18.908425"	"chr18"	908425	908425	1	"*"	231	10.5	"chr18.25"
"chr18.908430"	"chr18"	908430	908430	1	"*"	228	10.3636363636364	"chr18.25"
"chr18.908434"	"chr18"	908434	908434	1	"*"	222	9.65217391304348	"chr18.25"
"chr18.908437"	"chr18"	908437	908437	1	"*"	226	9.82608695652174	"chr18.25"
"chr18.908448"	"chr18"	908448	908448	1	"*"	220	10.4761904761905	"chr18.25"
"chr18.908470"	"chr18"	908470	908470	1	"*"	258	11.2173913043478	"chr18.25"
"chr18.908495"	"chr18"	908495	908495	1	"*"	283	12.304347826087	"chr18.25"
"chr18.908499"	"chr18"	908499	908499	1	"*"	151	7.94736842105263	"chr18.25"
"chr18.908500"	"chr18"	908500	908500	1	"*"	270	12.2727272727273	"chr18.25"
"chr18.908504"	"chr18"	908504	908504	1	"*"	159	8.36842105263158	"chr18.25"
"chr18.908505"	"chr18"	908505	908505	1	"*"	251	11.952380952381	"chr18.25"
"chr18.909086"	"chr18"	909086	909086	1	"*"	451	17.3461538461538	"chr18.26"
"chr18.909087"	"chr18"	909087	909087	1	"*"	410	17.0833333333333	"chr18.26"
"chr18.909088"	"chr18"	909088	909088	1	"*"	451	17.3461538461538	"chr18.26"
"chr18.909103"	"chr18"	909103	909103	1	"*"	461	17.7307692307692	"chr18.26"
"chr18.909104"	"chr18"	909104	909104	1	"*"	511	19.6538461538462	"chr18.26"
"chr18.909117"	"chr18"	909117	909117	1	"*"	461	18.44	"chr18.26"
"chr18.909118"	"chr18"	909118	909118	1	"*"	529	20.3461538461538	"chr18.26"
"chr18.909127"	"chr18"	909127	909127	1	"*"	463	17.8076923076923	"chr18.26"
"chr18.909128"	"chr18"	909128	909128	1	"*"	526	20.2307692307692	"chr18.26"
"chr18.909135"	"chr18"	909135	909135	1	"*"	457	18.28	"chr18.26"
"chr18.909136"	"chr18"	909136	909136	1	"*"	537	20.6538461538462	"chr18.26"
"chr18.909153"	"chr18"	909153	909153	1	"*"	460	18.4	"chr18.26"
"chr18.909154"	"chr18"	909154	909154	1	"*"	469	18.76	"chr18.26"
"chr18.909179"	"chr18"	909179	909179	1	"*"	441	19.1739130434783	"chr18.27"
"chr18.909180"	"chr18"	909180	909180	1	"*"	345	15	"chr18.27"
"chr18.909181"	"chr18"	909181	909181	1	"*"	438	19.0434782608696	"chr18.27"
"chr18.909182"	"chr18"	909182	909182	1	"*"	324	14.0869565217391	"chr18.27"
"chr18.909183"	"chr18"	909183	909183	1	"*"	439	19.0869565217391	"chr18.27"
"chr18.909184"	"chr18"	909184	909184	1	"*"	310	13.4782608695652	"chr18.27"
"chr18.909186"	"chr18"	909186	909186	1	"*"	433	18.8260869565217	"chr18.27"
"chr18.909187"	"chr18"	909187	909187	1	"*"	296	13.4545454545455	"chr18.27"
"chr18.909194"	"chr18"	909194	909194	1	"*"	415	17.2916666666667	"chr18.27"
"chr18.909195"	"chr18"	909195	909195	1	"*"	267	12.7142857142857	"chr18.26"
"chr18.909206"	"chr18"	909206	909206	1	"*"	332	16.6	"chr18.26"
"chr18.909207"	"chr18"	909207	909207	1	"*"	254	12.0952380952381	"chr18.26"
"chr18.1098276"	"chr18"	1098276	1098276	1	"*"	261	11.8636363636364	"chr18.28"
"chr18.1098278"	"chr18"	1098278	1098278	1	"*"	258	12.2857142857143	"chr18.28"
"chr18.1098285"	"chr18"	1098285	1098285	1	"*"	274	13.047619047619	"chr18.28"
"chr18.1098293"	"chr18"	1098293	1098293	1	"*"	283	13.4761904761905	"chr18.28"
"chr18.1098304"	"chr18"	1098304	1098304	1	"*"	292	13.2727272727273	"chr18.28"
"chr18.1099226"	"chr18"	1099226	1099226	1	"*"	322	15.3333333333333	"chr18.29"
"chr18.1099227"	"chr18"	1099227	1099227	1	"*"	286	11.9166666666667	"chr18.29"
"chr18.1099228"	"chr18"	1099228	1099228	1	"*"	309	14.7142857142857	"chr18.29"
"chr18.1099229"	"chr18"	1099229	1099229	1	"*"	286	11.9166666666667	"chr18.29"
"chr18.1099231"	"chr18"	1099231	1099231	1	"*"	305	14.5238095238095	"chr18.29"
"chr18.1099232"	"chr18"	1099232	1099232	1	"*"	302	12.5833333333333	"chr18.29"
"chr18.1099268"	"chr18"	1099268	1099268	1	"*"	302	15.1	"chr18.29"
"chr18.1099269"	"chr18"	1099269	1099269	1	"*"	296	12.8695652173913	"chr18.29"
"chr18.1099270"	"chr18"	1099270	1099270	1	"*"	304	14.4761904761905	"chr18.29"
"chr18.2846183"	"chr18"	2846183	2846183	1	"*"	1595	61.3461538461538	"chr18.34"
"chr18.2846184"	"chr18"	2846184	2846184	1	"*"	1627	62.5769230769231	"chr18.34"
"chr18.2846239"	"chr18"	2846239	2846239	1	"*"	1972	75.8461538461538	"chr18.34"
"chr18.2846240"	"chr18"	2846240	2846240	1	"*"	1773	68.1923076923077	"chr18.34"
"chr18.2846276"	"chr18"	2846276	2846276	1	"*"	1855	71.3461538461538	"chr18.34"
"chr18.2846277"	"chr18"	2846277	2846277	1	"*"	1379	53.0384615384615	"chr18.34"
"chr18.2846392"	"chr18"	2846392	2846392	1	"*"	374	16.2608695652174	"chr18.34"
"chr18.2846396"	"chr18"	2846396	2846396	1	"*"	328	14.9090909090909	"chr18.34"
"chr18.2846426"	"chr18"	2846426	2846426	1	"*"	154	8.10526315789474	"chr18.34"
"chr18.2907165"	"chr18"	2907165	2907165	1	"*"	186	9.78947368421053	"chr18.37"
"chr18.2907170"	"chr18"	2907170	2907170	1	"*"	200	10.5263157894737	"chr18.37"
"chr18.2907175"	"chr18"	2907175	2907175	1	"*"	207	10.8947368421053	"chr18.37"
"chr18.2907189"	"chr18"	2907189	2907189	1	"*"	276	12.5454545454545	"chr18.37"
"chr18.2907203"	"chr18"	2907203	2907203	1	"*"	320	12.3076923076923	"chr18.37"
"chr18.2907204"	"chr18"	2907204	2907204	1	"*"	332	15.0909090909091	"chr18.37"
"chr18.2907227"	"chr18"	2907227	2907227	1	"*"	461	17.7307692307692	"chr18.37"
"chr18.2907228"	"chr18"	2907228	2907228	1	"*"	413	17.2083333333333	"chr18.37"
"chr18.2907234"	"chr18"	2907234	2907234	1	"*"	494	19	"chr18.37"
"chr18.2907235"	"chr18"	2907235	2907235	1	"*"	462	19.25	"chr18.37"
"chr18.2907242"	"chr18"	2907242	2907242	1	"*"	565	21.7307692307692	"chr18.37"
"chr18.2907243"	"chr18"	2907243	2907243	1	"*"	508	21.1666666666667	"chr18.37"
"chr18.2907263"	"chr18"	2907263	2907263	1	"*"	716	27.5384615384615	"chr18.37"
"chr18.2907264"	"chr18"	2907264	2907264	1	"*"	543	22.625	"chr18.37"
"chr18.2907270"	"chr18"	2907270	2907270	1	"*"	726	27.9230769230769	"chr18.37"
"chr18.2907271"	"chr18"	2907271	2907271	1	"*"	543	21.72	"chr18.37"
"chr18.2907295"	"chr18"	2907295	2907295	1	"*"	795	30.5769230769231	"chr18.37"
"chr18.2907296"	"chr18"	2907296	2907296	1	"*"	609	23.4230769230769	"chr18.37"
"chr18.2907324"	"chr18"	2907324	2907324	1	"*"	849	32.6538461538462	"chr18.37"
"chr18.2907325"	"chr18"	2907325	2907325	1	"*"	588	22.6153846153846	"chr18.37"
"chr18.2907327"	"chr18"	2907327	2907327	1	"*"	853	32.8076923076923	"chr18.37"
"chr18.2907328"	"chr18"	2907328	2907328	1	"*"	609	23.4230769230769	"chr18.37"
"chr18.2907338"	"chr18"	2907338	2907338	1	"*"	895	34.4230769230769	"chr18.37"
"chr18.2907339"	"chr18"	2907339	2907339	1	"*"	611	23.5	"chr18.37"
"chr18.2907349"	"chr18"	2907349	2907349	1	"*"	927	35.6538461538462	"chr18.37"
"chr18.2907350"	"chr18"	2907350	2907350	1	"*"	636	24.4615384615385	"chr18.37"
"chr18.2946805"	"chr18"	2946805	2946805	1	"*"	572	22.88	"chr18.38"
"chr18.2946806"	"chr18"	2946806	2946806	1	"*"	1452	55.8461538461538	"chr18.38"
"chr18.2946831"	"chr18"	2946831	2946831	1	"*"	578	22.2307692307692	"chr18.38"
"chr18.2946832"	"chr18"	2946832	2946832	1	"*"	1335	51.3461538461538	"chr18.38"
"chr18.2946839"	"chr18"	2946839	2946839	1	"*"	575	23	"chr18.38"
"chr18.2946840"	"chr18"	2946840	2946840	1	"*"	1243	47.8076923076923	"chr18.38"
"chr18.2946849"	"chr18"	2946849	2946849	1	"*"	578	22.2307692307692	"chr18.38"
"chr18.2946850"	"chr18"	2946850	2946850	1	"*"	1186	45.6153846153846	"chr18.38"
"chr18.2946893"	"chr18"	2946893	2946893	1	"*"	503	20.12	"chr18.38"
"chr18.2946894"	"chr18"	2946894	2946894	1	"*"	821	32.84	"chr18.38"
"chr18.2946945"	"chr18"	2946945	2946945	1	"*"	576	24	"chr18.38"
"chr18.2947767"	"chr18"	2947767	2947767	1	"*"	303	13.7727272727273	"chr18.39"
"chr18.2947772"	"chr18"	2947772	2947772	1	"*"	347	15.7727272727273	"chr18.39"
"chr18.2947777"	"chr18"	2947777	2947777	1	"*"	398	17.304347826087	"chr18.39"
"chr18.2947845"	"chr18"	2947845	2947845	1	"*"	255	13.4210526315789	"chr18.39"
"chr18.2947846"	"chr18"	2947846	2947846	1	"*"	627	24.1153846153846	"chr18.39"
"chr18.2947870"	"chr18"	2947870	2947870	1	"*"	354	16.0909090909091	"chr18.39"
"chr18.2947871"	"chr18"	2947871	2947871	1	"*"	563	21.6538461538462	"chr18.39"
"chr18.2947942"	"chr18"	2947942	2947942	1	"*"	266	12.0909090909091	"chr18.39"
"chr18.2947974"	"chr18"	2947974	2947974	1	"*"	162	8.52631578947368	"chr18.39"
"chr18.3412090"	"chr18"	3412090	3412090	1	"*"	565	21.7307692307692	"chr18.46"
"chr18.3412091"	"chr18"	3412091	3412091	1	"*"	563	21.6538461538462	"chr18.46"
"chr18.3412107"	"chr18"	3412107	3412107	1	"*"	526	20.2307692307692	"chr18.46"
"chr18.3412108"	"chr18"	3412108	3412108	1	"*"	491	19.64	"chr18.46"
"chr18.3412110"	"chr18"	3412110	3412110	1	"*"	536	20.6153846153846	"chr18.46"
"chr18.3412111"	"chr18"	3412111	3412111	1	"*"	469	18.76	"chr18.46"
"chr18.3412117"	"chr18"	3412117	3412117	1	"*"	537	20.6538461538462	"chr18.46"
"chr18.3412118"	"chr18"	3412118	3412118	1	"*"	466	18.64	"chr18.46"
"chr18.3412135"	"chr18"	3412135	3412135	1	"*"	504	20.16	"chr18.46"
"chr18.3412136"	"chr18"	3412136	3412136	1	"*"	399	15.3461538461538	"chr18.46"
"chr18.3412143"	"chr18"	3412143	3412143	1	"*"	500	20	"chr18.46"
"chr18.3412144"	"chr18"	3412144	3412144	1	"*"	375	14.4230769230769	"chr18.46"
"chr18.3412155"	"chr18"	3412155	3412155	1	"*"	460	18.4	"chr18.46"
"chr18.3412156"	"chr18"	3412156	3412156	1	"*"	303	14.4285714285714	"chr18.46"
"chr18.3412158"	"chr18"	3412158	3412158	1	"*"	437	19	"chr18.46"
"chr18.3412159"	"chr18"	3412159	3412159	1	"*"	304	13.8181818181818	"chr18.46"
"chr18.3412160"	"chr18"	3412160	3412160	1	"*"	429	18.6521739130435	"chr18.46"
"chr18.3412161"	"chr18"	3412161	3412161	1	"*"	309	13.4347826086957	"chr18.46"
"chr18.3412166"	"chr18"	3412166	3412166	1	"*"	422	17.5833333333333	"chr18.46"
"chr18.3412167"	"chr18"	3412167	3412167	1	"*"	275	11.9565217391304	"chr18.46"
"chr18.3412172"	"chr18"	3412172	3412172	1	"*"	385	17.5	"chr18.46"
"chr18.3412173"	"chr18"	3412173	3412173	1	"*"	251	10.9130434782609	"chr18.46"
"chr18.3412175"	"chr18"	3412175	3412175	1	"*"	377	16.3913043478261	"chr18.46"
"chr18.3412176"	"chr18"	3412176	3412176	1	"*"	239	11.3809523809524	"chr18.46"
"chr18.3412177"	"chr18"	3412177	3412177	1	"*"	367	16.6818181818182	"chr18.46"
"chr18.3412178"	"chr18"	3412178	3412178	1	"*"	238	11.3333333333333	"chr18.46"
"chr18.3412183"	"chr18"	3412183	3412183	1	"*"	345	15.6818181818182	"chr18.46"
"chr18.3412192"	"chr18"	3412192	3412192	1	"*"	277	13.85	"chr18.46"
"chr18.3412200"	"chr18"	3412200	3412200	1	"*"	249	13.1052631578947	"chr18.46"
"chr18.3499705"	"chr18"	3499705	3499705	1	"*"	205	10.25	"chr18.53"
"chr18.3499762"	"chr18"	3499762	3499762	1	"*"	347	13.88	"chr18.53"
"chr18.3499815"	"chr18"	3499815	3499815	1	"*"	622	23.9230769230769	"chr18.53"
"chr18.3499851"	"chr18"	3499851	3499851	1	"*"	513	19.7307692307692	"chr18.53"
"chr18.3499862"	"chr18"	3499862	3499862	1	"*"	455	17.5	"chr18.53"
"chr18.3499867"	"chr18"	3499867	3499867	1	"*"	444	17.0769230769231	"chr18.53"
"chr18.3499874"	"chr18"	3499874	3499874	1	"*"	424	16.3076923076923	"chr18.53"
"chr18.3879132"	"chr18"	3879132	3879132	1	"*"	576	23.04	"chr18.56"
"chr18.3879145"	"chr18"	3879145	3879145	1	"*"	762	29.3076923076923	"chr18.56"
"chr18.3879146"	"chr18"	3879146	3879146	1	"*"	572	22.88	"chr18.56"
"chr18.3879150"	"chr18"	3879150	3879150	1	"*"	759	29.1923076923077	"chr18.56"
"chr18.3879151"	"chr18"	3879151	3879151	1	"*"	563	22.52	"chr18.56"
"chr18.3879181"	"chr18"	3879181	3879181	1	"*"	726	27.9230769230769	"chr18.56"
"chr18.3879182"	"chr18"	3879182	3879182	1	"*"	525	22.8260869565217	"chr18.56"
"chr18.3879203"	"chr18"	3879203	3879203	1	"*"	623	23.9615384615385	"chr18.56"
"chr18.3879204"	"chr18"	3879204	3879204	1	"*"	407	18.5	"chr18.56"
"chr18.3879209"	"chr18"	3879209	3879209	1	"*"	598	23	"chr18.56"
"chr18.3879210"	"chr18"	3879210	3879210	1	"*"	378	18.9	"chr18.56"
"chr18.3879216"	"chr18"	3879216	3879216	1	"*"	574	22.0769230769231	"chr18.56"
"chr18.3879217"	"chr18"	3879217	3879217	1	"*"	362	17.2380952380952	"chr18.56"
"chr18.3879223"	"chr18"	3879223	3879223	1	"*"	566	21.7692307692308	"chr18.56"
"chr18.3879224"	"chr18"	3879224	3879224	1	"*"	332	17.4736842105263	"chr18.56"
"chr18.3879237"	"chr18"	3879237	3879237	1	"*"	522	20.0769230769231	"chr18.56"
"chr18.3879238"	"chr18"	3879238	3879238	1	"*"	316	15.8	"chr18.56"
"chr18.3879253"	"chr18"	3879253	3879253	1	"*"	517	19.8846153846154	"chr18.56"
"chr18.3879254"	"chr18"	3879254	3879254	1	"*"	296	14.8	"chr18.56"
"chr18.3879271"	"chr18"	3879271	3879271	1	"*"	496	19.84	"chr18.56"
"chr18.3879272"	"chr18"	3879272	3879272	1	"*"	268	13.4	"chr18.56"
"chr18.3879282"	"chr18"	3879282	3879282	1	"*"	514	20.56	"chr18.56"
"chr18.3879283"	"chr18"	3879283	3879283	1	"*"	259	12.95	"chr18.56"
"chr18.3879300"	"chr18"	3879300	3879300	1	"*"	480	20	"chr18.56"
"chr18.3879301"	"chr18"	3879301	3879301	1	"*"	270	13.5	"chr18.56"
"chr18.3879303"	"chr18"	3879303	3879303	1	"*"	499	20.7916666666667	"chr18.56"
"chr18.3879304"	"chr18"	3879304	3879304	1	"*"	273	13	"chr18.56"
"chr18.3879314"	"chr18"	3879314	3879314	1	"*"	475	20.6521739130435	"chr18.56"
"chr18.3879315"	"chr18"	3879315	3879315	1	"*"	269	12.2272727272727	"chr18.56"
"chr18.3879328"	"chr18"	3879328	3879328	1	"*"	430	17.9166666666667	"chr18.56"
"chr18.3879329"	"chr18"	3879329	3879329	1	"*"	248	12.4	"chr18.56"
"chr18.3879336"	"chr18"	3879336	3879336	1	"*"	410	17.8260869565217	"chr18.56"
"chr18.3879337"	"chr18"	3879337	3879337	1	"*"	234	11.7	"chr18.56"
"chr18.3879555"	"chr18"	3879555	3879555	1	"*"	241	12.05	"chr18.57"
"chr18.3879576"	"chr18"	3879576	3879576	1	"*"	299	14.2380952380952	"chr18.57"
"chr18.3879582"	"chr18"	3879582	3879582	1	"*"	295	14.047619047619	"chr18.57"
"chr18.3879595"	"chr18"	3879595	3879595	1	"*"	272	13.6	"chr18.57"
"chr18.3879613"	"chr18"	3879613	3879613	1	"*"	263	13.8421052631579	"chr18.57"
"chr18.3879637"	"chr18"	3879637	3879637	1	"*"	240	11.4285714285714	"chr18.57"
"chr18.3879653"	"chr18"	3879653	3879653	1	"*"	219	10.95	"chr18.57"
"chr18.3879983"	"chr18"	3879983	3879983	1	"*"	366	15.25	"chr18.58"
"chr18.3879984"	"chr18"	3879984	3879984	1	"*"	407	16.9583333333333	"chr18.58"
"chr18.3879987"	"chr18"	3879987	3879987	1	"*"	391	16.2916666666667	"chr18.58"
"chr18.3879988"	"chr18"	3879988	3879988	1	"*"	422	16.88	"chr18.58"
"chr18.3879997"	"chr18"	3879997	3879997	1	"*"	419	17.4583333333333	"chr18.58"
"chr18.3879998"	"chr18"	3879998	3879998	1	"*"	490	19.6	"chr18.58"
"chr18.3880003"	"chr18"	3880003	3880003	1	"*"	451	18.04	"chr18.58"
"chr18.3880004"	"chr18"	3880004	3880004	1	"*"	532	21.28	"chr18.58"
"chr18.3880015"	"chr18"	3880015	3880015	1	"*"	475	19	"chr18.58"
"chr18.3880016"	"chr18"	3880016	3880016	1	"*"	614	24.56	"chr18.58"
"chr18.3880020"	"chr18"	3880020	3880020	1	"*"	497	19.88	"chr18.58"
"chr18.3880021"	"chr18"	3880021	3880021	1	"*"	624	24.96	"chr18.58"
"chr18.3880032"	"chr18"	3880032	3880032	1	"*"	511	22.2173913043478	"chr18.58"
"chr18.3880033"	"chr18"	3880033	3880033	1	"*"	673	25.8846153846154	"chr18.58"
"chr18.3880046"	"chr18"	3880046	3880046	1	"*"	521	22.6521739130435	"chr18.58"
"chr18.3880047"	"chr18"	3880047	3880047	1	"*"	750	28.8461538461538	"chr18.58"
"chr18.3880071"	"chr18"	3880071	3880071	1	"*"	514	21.4166666666667	"chr18.58"
"chr18.3880072"	"chr18"	3880072	3880072	1	"*"	817	31.4230769230769	"chr18.58"
"chr18.3880076"	"chr18"	3880076	3880076	1	"*"	488	22.1818181818182	"chr18.58"
"chr18.3880077"	"chr18"	3880077	3880077	1	"*"	806	31	"chr18.58"
"chr18.3880086"	"chr18"	3880086	3880086	1	"*"	521	22.6521739130435	"chr18.58"
"chr18.3880087"	"chr18"	3880087	3880087	1	"*"	790	30.3846153846154	"chr18.58"
"chr18.3880105"	"chr18"	3880105	3880105	1	"*"	451	20.5	"chr18.58"
"chr18.3880106"	"chr18"	3880106	3880106	1	"*"	729	28.0384615384615	"chr18.58"
"chr18.3880125"	"chr18"	3880125	3880125	1	"*"	393	19.65	"chr18.58"
"chr18.5196318"	"chr18"	5196318	5196318	1	"*"	276	11.5	"chr18.60"
"chr18.5196329"	"chr18"	5196329	5196329	1	"*"	181	9.52631578947368	"chr18.60"
"chr18.5196330"	"chr18"	5196330	5196330	1	"*"	321	13.375	"chr18.60"
"chr18.5196333"	"chr18"	5196333	5196333	1	"*"	189	9.94736842105263	"chr18.60"
"chr18.5196334"	"chr18"	5196334	5196334	1	"*"	376	15.04	"chr18.60"
"chr18.5196337"	"chr18"	5196337	5196337	1	"*"	225	11.25	"chr18.60"
"chr18.5196338"	"chr18"	5196338	5196338	1	"*"	401	16.04	"chr18.60"
