"UC_0773"	"NN_0141"	"NN_0155"	"UC_0854"	"UC_0387"	"UC_0366"	"UC_0703"	"UC_0288"	"UC_0912"	"UC_0895"	"NN_0809"	"NN_0681"	"NN_0762"	"NN_0643"	"UC_0297"	"NN_0477"	"NN_0504"	"NN_0662"	"UC_0765"	"UC_0524"	"UC_0423"	"UC_0426"	"UC_0157"	"UC_0508"	"UC_0813"	"UC_0994"
"chr18.76056"	2	6	7	13	1	0	1	13	0	4	12	6	6	9	3	18	10	18	4	6	1	8	0	8	2	10
"chr18.76057"	8	5	0	8	7	0	0	9	2	5	4	13	3	4	3	8	10	13	4	0	2	3	5	6	5	0
"chr18.76075"	12	10	8	20	8	3	5	11	0	9	19	13	11	18	8	25	18	32	12	7	9	11	5	12	5	9
"chr18.76076"	10	13	3	10	8	0	0	7	0	11	9	12	9	10	8	9	7	9	15	0	8	7	4	18	4	0
"chr18.76092"	8	11	7	22	7	3	2	9	0	6	21	12	12	23	3	26	19	30	14	9	8	8	0	8	5	8
"chr18.76093"	9	14	0	12	8	6	5	11	2	8	9	10	9	5	6	12	7	13	17	0	5	5	8	17	3	0
"chr18.76108"	9	7	9	22	8	4	3	16	0	8	14	14	11	21	9	21	33	22	13	7	6	6	6	8	8	6
"chr18.76109"	7	11	5	9	4	5	2	11	0	8	9	6	7	10	7	11	8	16	13	0	3	3	9	12	1	7
"chr18.76126"	6	5	5	13	2	0	3	11	0	4	10	9	10	21	2	18	22	13	12	7	4	3	2	4	4	7
"chr18.76127"	7	9	0	3	1	4	0	10	0	9	4	4	3	3	6	8	5	8	5	0	7	0	5	9	2	5
"chr18.76169"	5	7	6	11	0	0	4	9	0	0	6	0	5	18	4	14	6	14	7	3	3	0	0	3	2	4
"chr18.108156"	1	5	7	15	3	6	2	2	4	5	0	10	15	10	6	19	24	6	6	13	10	0	5	7	5	9
"chr18.108223"	1	0	2	9	3	0	1	2	1	0	0	5	5	6	2	10	5	4	5	3	1	0	2	6	0	1
"chr18.111677"	2	1	3	4	0	6	0	5	1	2	0	0	3	1	1	0	1	5	1	0	6	3	0	2	2	1
"chr18.111680"	3	3	2	4	0	7	0	7	1	0	1	1	2	4	2	1	4	9	4	3	8	3	0	2	7	4
"chr18.111715"	2	2	6	5	3	9	3	3	2	1	3	5	5	1	3	3	5	6	10	5	2	3	4	6	26	3
"chr18.111743"	0	2	6	8	3	3	3	4	3	4	2	7	5	2	4	6	5	6	13	4	6	2	3	8	26	6
"chr18.111757"	0	1	0	7	2	0	0	2	2	1	0	7	3	0	2	2	2	3	4	3	2	2	3	4	23	2
"chr18.111764"	1	1	5	4	2	5	1	1	2	3	1	3	1	3	3	6	1	3	9	2	1	2	1	5	18	2
"chr18.111770"	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1
"chr18.111771"	0	2	3	1	3	7	0	3	1	2	2	4	1	1	3	1	6	0	3	8	0	2	0	2	17	1
"chr18.111778"	0	0	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"chr18.111780"	0	1	7	2	2	2	2	3	0	1	1	4	0	1	5	2	0	2	5	1	0	2	1	1	9	1
"chr18.111800"	0	0	1	1	1	1	2	0	0	0	2	2	1	0	4	0	3	1	3	1	1	1	0	1	2	0
"chr18.111827"	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
"chr18.111831"	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	3	0	1	0	2	1	1	0	0	1	0
"chr18.111838"	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
"chr18.111843"	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"chr18.111855"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"chr18.111863"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"chr18.111873"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1
"chr18.111877"	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
"chr18.111881"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"chr18.111885"	0	0	0	2	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	1
"chr18.111888"	0	0	1	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0
"chr18.111894"	0	0	1	1	0	1	0	2	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0
"chr18.111896"	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
"chr18.111902"	0	1	0	1	1	0	1	2	1	1	0	2	1	0	1	1	0	1	1	0	0	0	0	0	0	0
"chr18.111913"	0	0	0	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0
"chr18.111918"	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"chr18.111921"	0	0	0	0	0	0	1	2	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1
"chr18.155279"	23	27	24	27	15	20	16	32	9	22	40	35	32	24	11	55	59	25	33	24	35	15	9	25	18	19
"chr18.155280"	21	9	12	35	9	14	22	34	16	33	36	32	24	28	18	53	57	44	19	8	6	10	3	11	8	4
"chr18.155288"	36	27	22	28	19	17	18	41	14	20	46	37	34	29	9	52	55	39	37	28	40	18	6	31	16	24
"chr18.155289"	21	16	16	36	18	30	28	36	19	44	47	31	30	27	22	50	69	47	17	8	10	16	6	10	7	8
"chr18.155309"	15	11	10	13	5	6	6	21	3	7	14	11	17	8	5	19	29	15	15	16	6	8	1	17	4	13
"chr18.155310"	13	12	13	20	7	7	17	22	5	16	9	11	11	21	17	38	42	19	12	6	2	6	4	6	6	4
"chr18.155414"	5	8	5	9	5	0	0	12	3	9	16	13	7	5	0	15	9	16	10	11	12	6	5	9	0	8
"chr18.155415"	7	11	8	17	7	9	9	16	10	12	26	19	13	8	9	33	48	25	6	8	5	8	0	11	0	5
"chr18.158011"	9	17	19	20	8	6	3	12	8	18	21	28	12	17	8	75	46	25	2	11	13	4	2	7	6	6
"chr18.158148"	3	4	9	3	0	0	4	6	0	3	5	5	8	5	3	17	8	1	7	7	2	6	3	3	0	1
"chr18.158156"	0	3	6	4	1	0	1	2	0	3	3	5	5	5	0	9	7	5	4	0	3	1	2	2	0	3
"chr18.158172"	0	1	9	4	1	0	1	2	0	3	8	5	5	0	0	8	3	2	3	1	7	3	4	2	0	5
"chr18.158181"	3	0	0	2	0	0	0	3	1	5	5	5	1	0	0	4	0	0	0	2	0	4	0	4	0	2
"chr18.158203"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"chr18.158221"	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	2	0	0	0	1	0	0
"chr18.158230"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	4	0	0	0	0	0	0	0	1	0
"chr18.158280"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"chr18.158293"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0
"chr18.158295"	1	0	0	1	0	3	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0
"chr18.158306"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
"chr18.158317"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
"chr18.158319"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"chr18.158326"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
"chr18.158333"	0	0	1	1	0	0	0	0	0	1	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0
"chr18.158341"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
"chr18.158347"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"chr18.158349"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"chr18.158360"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
"chr18.158375"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"chr18.158377"	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0
"chr18.158381"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"chr18.158410"	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"chr18.158424"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
"chr18.158463"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.158468"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.158477"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
"chr18.158490"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.158499"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
"chr18.158504"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2	0
"chr18.158514"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"chr18.158525"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"chr18.158535"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0
"chr18.158541"	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"chr18.158551"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
"chr18.158567"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"chr18.158570"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0
"chr18.158575"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"chr18.158581"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0
"chr18.158584"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
"chr18.158593"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"chr18.158595"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"chr18.158601"	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0
"chr18.158606"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.158610"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.158613"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.158616"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.158635"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.158646"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"chr18.158652"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.158675"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"chr18.159166"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.159169"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.159176"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"chr18.159203"	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"chr18.159204"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.159207"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
"chr18.159208"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"chr18.159238"	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.159239"	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0
"chr18.159265"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"chr18.159266"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
"chr18.159271"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"chr18.159272"	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
"chr18.159283"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0
"chr18.159284"	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.159305"	0	3	0	0	0	2	0	0	0	2	2	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0
"chr18.159306"	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	2	3	2	1	0	1	1	0	0	0	1
"chr18.159310"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0
"chr18.159311"	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.159351"	1	0	1	2	0	0	0	1	0	0	1	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0
"chr18.159352"	1	0	0	2	0	0	0	0	0	1	0	4	0	1	0	5	1	0	0	0	1	0	0	0	0	0
"chr18.159373"	1	0	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.159374"	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.159657"	8	7	10	16	10	6	5	12	10	10	11	9	15	7	7	30	14	13	14	13	32	8	13	15	0	6
"chr18.159794"	24	42	26	24	20	21	13	44	18	25	50	37	30	36	17	80	80	55	40	40	45	20	21	30	27	24
"chr18.165375"	29	13	20	32	11	18	21	30	13	34	26	14	18	7	10	35	34	34	16	21	23	14	15	11	6	9
"chr18.165376"	9	12	13	13	8	8	8	12	4	13	17	8	14	3	8	11	19	3	8	14	18	12	11	23	5	3
"chr18.165402"	23	29	22	35	19	17	25	44	15	36	30	41	27	16	13	46	60	66	22	26	25	19	12	14	9	7
"chr18.165403"	20	20	15	30	19	12	18	24	8	18	28	18	18	5	11	24	26	6	14	21	18	15	14	25	9	10
"chr18.165483"	25	25	12	42	20	13	24	27	14	31	38	45	29	13	13	46	55	19	16	17	19	15	12	15	4	12
"chr18.165484"	9	15	13	21	13	14	13	21	6	12	23	35	20	9	7	32	62	15	15	12	18	19	11	11	0	9
"chr18.165502"	19	15	0	14	0	11	9	13	11	1	20	46	0	0	8	18	48	20	9	20	21	10	4	0	0	0
"chr18.165503"	8	11	0	11	0	11	7	14	2	0	10	33	0	0	15	20	36	12	5	8	15	5	7	0	0	5
"chr18.199170"	17	11	8	24	9	3	14	16	16	11	18	10	21	5	5	29	16	14	10	10	18	9	7	5	0	9
"chr18.199171"	26	12	11	16	0	8	10	21	7	15	24	13	20	9	5	21	0	9	8	10	8	0	6	9	0	8
"chr18.199365"	71	65	56	75	52	41	56	73	19	36	75	94	56	54	34	99	114	94	25	31	28	10	11	15	11	17
"chr18.199366"	51	24	27	39	26	17	21	37	6	40	53	44	44	32	17	59	45	51	14	25	13	12	21	13	7	15
"chr18.199430"	31	15	19	25	18	12	22	30	17	26	37	42	26	28	19	46	55	45	6	6	14	5	11	9	0	0
"chr18.199431"	15	11	14	24	6	6	10	21	0	12	29	25	20	6	9	28	26	23	9	16	11	0	6	8	0	5
"chr18.199446"	18	14	11	18	17	4	18	25	16	20	17	39	16	12	11	20	30	19	8	6	10	4	11	9	0	0
"chr18.199447"	13	7	10	16	6	5	9	16	6	8	20	9	18	4	8	22	13	13	4	12	8	0	5	7	0	5
"chr18.213574"	22	22	38	33	23	15	25	57	20	39	50	54	38	21	15	63	76	66	19	34	37	37	18	23	11	20
"chr18.213575"	31	22	26	27	19	15	19	42	10	23	50	36	27	15	18	19	46	43	15	28	26	15	24	24	5	16
"chr18.213653"	40	48	55	53	34	36	40	65	28	50	68	82	51	41	34	74	84	73	38	52	41	55	23	33	24	29
"chr18.213654"	32	51	41	43	28	32	38	67	26	38	56	66	55	20	32	47	81	78	28	35	33	34	29	40	24	21
"chr18.213698"	29	42	38	31	18	22	35	57	18	30	41	25	27	16	20	47	42	51	15	31	35	38	17	27	14	22
"chr18.213699"	30	34	28	33	14	28	18	42	19	30	41	44	37	14	18	29	36	71	28	33	22	23	30	30	7	25
"chr18.213757"	12	7	4	20	13	7	12	18	11	18	21	20	18	14	9	10	11	19	14	13	16	7	9	15	5	17
"chr18.213758"	19	15	5	22	13	7	12	24	4	17	25	19	22	0	10	13	20	32	17	18	22	11	20	9	0	15
"chr18.264576"	0	14	8	11	8	13	8	18	6	14	17	17	13	7	8	20	21	16	6	0	6	0	6	8	0	0
"chr18.264577"	16	5	14	13	0	10	8	14	6	16	16	16	28	18	16	26	17	18	6	18	23	16	7	9	8	7
"chr18.267659"	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.267712"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.267720"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.267725"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.267734"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.267741"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.267749"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"chr18.267763"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"chr18.267769"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.267773"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"chr18.267796"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"chr18.267805"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.267928"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
"chr18.267931"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	1
"chr18.267966"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"chr18.267967"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"chr18.267973"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"chr18.267974"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0
"chr18.267975"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.267976"	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.267979"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
"chr18.267980"	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"chr18.267981"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.267982"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
"chr18.267986"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.267987"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"chr18.268002"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"chr18.268003"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
"chr18.268005"	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
"chr18.268006"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
"chr18.268008"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"chr18.268009"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"chr18.268011"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0
"chr18.268012"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.268025"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0
"chr18.268026"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"chr18.268031"	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"chr18.268032"	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
"chr18.268033"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.268034"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0
"chr18.268039"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
"chr18.268040"	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"chr18.268047"	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"chr18.268048"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.268052"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.268053"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"chr18.268055"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
"chr18.268056"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.268062"	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"chr18.268063"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	1	6
"chr18.268068"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"chr18.268069"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.268085"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0
"chr18.268086"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0
"chr18.268093"	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.268094"	0	2	0	0	0	4	0	1	0	0	0	1	0	0	0	0	5	0	0	0	0	1	0	0	0	0
"chr18.268108"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0
"chr18.268109"	0	0	0	0	0	0	1	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	1	0	1	0
"chr18.268131"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	4	0	0	0	0	0
"chr18.268132"	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	1	1	0	0	0	0	0	0
"chr18.268135"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"chr18.268136"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0
"chr18.268139"	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"chr18.268140"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
"chr18.268166"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0
"chr18.268167"	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	6	0	0	0	0	0	0	1
"chr18.268176"	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
"chr18.268177"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"chr18.268184"	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.268185"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"chr18.268191"	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	3	0	0	0	0
"chr18.268192"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"chr18.268217"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0
"chr18.268218"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1
